"Title","Tomatometer","Fresh","Audience.score","Rating","Parental.Control","Genre1","Genre2","Genre3","Director","Production","DirectorIsWriter","Runtime","Release.Date","Release.Year","Release.Season","Release.isWide"
"That's What She Said",8,"No",31,"R","No","comedy",NA,NA,"CarriePreston","Daisy3Pictures","No",84,2012-10-19,"2012","autumn","No"
"Trouble With The Curve",51,"No",66,"PG-13","No","drama",NA,NA,"RobertLorenz","MalpasoCompany","No",111,2012-09-21,"2012","summer","Yes"
"The Trouble With Bliss",33,"No",28,"PG-13","No","drama","romance",NA,"MichaelKnowles","TornSkyEntertainment","No",97,2012-03-23,"2012","spring","No"
"Jason Becker: Not Dead Yet",83,"Yes",88,"G","Yes","documentary",NA,NA,"JesseVile","OpusPocusFilms","Yes",87,2016-09-01,"2016","summer",""
"Pitch Perfect",80,"Yes",83,"PG-13","No","musical","comedy","romance","JasonMoore","GoldCircleFilms,Brownstown","No",112,2012-10-05,"2012","autumn","Yes"
"Code Name: Geronimo",36,"No",28,"G","Yes","",NA,NA,"JohnStockwell",NA,NA,101,NA,NA,NA,""
"The Apparition",3,"No",24,"PG-13","No","horror",NA,NA,"ToddLincoln","DarkCastleEntertainment","Yes",82,2012-08-24,"2012","summer","Yes"
"Men In Black III",68,"Yes",70,"PG-13","No","scifi","action","comedy","BarrySonnenfeld","AmblinEntertainment,Parkes/MacDonald","No",104,2012-05-25,"2012","spring","Yes"
"The Dark Knight Rises",87,"Yes",90,"PG-13","No","adventure","action","mysteryandthriller","ChristopherNolan","Syncopy","No",165,2012-07-20,"2012","summer","Yes"
"Butter",34,"No",44,"R","No","comedy",NA,NA,"JimFieldSmith","MichaelDeLuca,VandaliaFilms","No",90,2012-10-05,"2012","autumn","Yes"
"Battle For Brooklyn",79,"Yes",74,"G","Yes","drama",NA,NA,NA,"DavidBeilinson",NA,93,2016-08-10,"2016","summer",""
"ParaNorman",89,"Yes",72,"PG","No","animation","comedy","fantasy","ChrisButler,SamFell","Laika","No",96,2012-08-17,"2012","summer","Yes"
"Beloved",56,"No",45,"G","Yes","drama","musical","romance","ChristopheHonoré","PascalCaucheteux","Yes",133,2012-08-17,"2012","summer","No"
"Unforgivable",77,"Yes",35,"G","Yes","drama",NA,NA,"AndréTéchiné","SaïdBenSaïd","No",112,2017-03-10,"2017","winter",""
"Alps (Alpeis)",74,"Yes",50,"G","Yes","drama",NA,NA,"YorgosLanthimos","YorgosLanthimos,AthinaRachelTsangari","No",93,2016-08-10,"2016","summer",""
"The Whale",83,"Yes",84,"G","Yes","documentary",NA,NA,"SuzanneChisholm,MichaelParfit","TéléfilmCanada",NA,85,2011-09-09,"2011","summer","No"
"Burning Man",77,"Yes",64,"G","Yes","drama",NA,NA,"JonathanTeplitzky","JonathanTeplitzky,AndyPaterson","Yes",109,2016-06-10,"2016","spring",""
"The Odd Life Of Timothy Green",36,"No",67,"PG","No","fantasy","kidsandfamily","drama","PeterHedges","WaltDisneyStudios","Yes",104,2012-08-15,"2012","summer","Yes"
"Hope Springs",75,"Yes",55,"PG-13","No","comedy","drama",NA,"DavidFrankel","EscapeArtists,Film360","No",100,2012-08-08,"2012","summer","Yes"
"Step Up Revolution",41,"No",68,"PG-13","No","drama","musical","romance","ScottSpeer","OffspringEntertainment,SummitEntertainment","No",98,2012-07-27,"2012","summer","Yes"
"Dreams Of A Life",77,"Yes",65,"G","Yes","drama",NA,NA,"CarolMorley",NA,"Yes",95,2016-03-04,"2016","winter",""
"Sparkle",56,"No",44,"PG-13","No","drama","musical",NA,"SalimAkil","DebraMartinChase,AkilProductions,T.D.JakesMinistries","No",112,2012-08-17,"2012","summer","Yes"
"V/H/S",57,"No",41,"R","No","horror","mysteryandthriller",NA,"DavidBruckner,GlennMcQuaid,JoeSwanberg,TiWest,AdamWingard","TheCollective","No",115,2012-10-05,"2012","autumn","No"
"Bones Brigade: An Autobiography",77,"Yes",92,"G","Yes","documentary",NA,NA,"StacyPeralta","NonfictionUnlimited",NA,111,2017-02-28,"2017","winter",""
"Follow Me: The Yoni Netanyahu Story",50,"No",76,"G","Yes","documentary",NA,NA,"JonathanGruber,AriDanielPinchot","CrystalCityEntertainment",NA,87,2012-05-18,"2012","spring","No"
"Ai Weiwei: Never Sorry",98,"Yes",87,"R","No","documentary",NA,NA,"AlisonKlayman","ExpressionsUnitedMedia","Yes",91,2012-07-27,"2012","summer","No"
"Beasts Of The Southern Wild",87,"Yes",76,"PG-13","No","fantasy","adventure","drama","BenhZeitlin","Court13Pictures","No",93,2012-06-27,"2012","summer","No"
"Indie Game: The Movie",94,"Yes",91,"G","Yes","drama","documentary",NA,"LisannePajot,JamesSwirsky","LisannePajot,JamesSwirsky",NA,94,2017-03-02,"2017","winter",""
"Rites Of Spring",11,"No",14,"G","Yes","horror",NA,NA,"PadraigReynolds","WhiteRockLakeProductions","Yes",81,2012-07-27,"2012","summer","No"
"Gayby",90,"Yes",55,"G","Yes","drama","comedy",NA,"JonathanLisecki","Hubbhobb","Yes",89,2016-08-10,"2016","summer",""
"Mansome",25,"No",23,"PG-13","No","documentary",NA,NA,"MorganSpurlock",NA,NA,84,2012-05-18,"2012","spring","No"
"Why Stop Now?",25,"No",28,"R","No","drama","comedy",NA,"PhilDorling","ClaudeDalFarra,BriceDalFarra,LaurenMunsch,PaulProkop,NedaArmian","Yes",87,2012-08-17,"2012","summer","No"
"Last Ounce Of Courage",0,"No",69,"PG","No","drama",NA,NA,"DarrelCampbell,KevinMcAfee","KevinMcAfee","No",101,2012-09-14,"2012","summer","Yes"
"Doomsday Book",80,"Yes",54,"G","Yes","drama",NA,NA,"KimJee-woon,Pil-SungYim","GioEntertainment",NA,115,2016-08-10,"2016","summer",""
"Thunderstruck",27,"No",70,"PG","No","fantasy","kidsandfamily","comedy","JohnWhitesell","KarzEntertainment,GoodwinSports","No",93,2012-08-24,"2012","summer","No"
"Backwards",28,"No",52,"PG","No","drama",NA,NA,"BenHickernell","13thNightProductions","No",89,2012-09-21,"2012","summer","No"
"Silent Night",64,"Yes",32,"R","No","horror","mysteryandthriller",NA,"StevenC.Miller","GenreCompany,EmpireFilm&EntertainmentGroup,BuffaloGalPictures","No",94,2012-11-30,"2012","autumn","No"
"Sinbad The Sailor",80,"Yes",60,"G","Yes","adventure",NA,NA,"RichardWallace","RKOPictures","No",117,2017-01-13,"2017","winter",""
"The Amazing Spider-Man",73,"Yes",77,"PG-13","No","adventure","action","mysteryandthriller","MarcWebb","MarvelStudios","No",136,2012-07-03,"2012","summer","Yes"
"Brave",78,"Yes",75,"PG","No","adventure","kidsandfamily","animation","MarkAndrews,BrendaChapman","PixarAnimationStudios,WaltDisneyStudios","No",93,2012-06-22,"2012","spring","Yes"
"Arthur Christmas",92,"Yes",76,"G","Yes","",NA,NA,"SarahSmith",NA,NA,101,NA,NA,NA,""
"[REC] 3 Genesis",40,"No",27,"R","No","horror","action","mysteryandthriller","PacoPlaza","Filmax","No",79,2012-09-07,"2012","summer","No"
"Lord Byron",71,"Yes",33,"G","Yes","drama","comedy",NA,"ZackGodshall","RossBrupbacher,ZackGodshall","No",95,2011-05-06,"2011","spring","No"
"Klitschko",84,"Yes",84,"G","Yes","documentary",NA,NA,"SebastianDehnhardt","boradviewtv","Yes",116,2017-01-25,"2017","winter",""
"The Expendables 2",68,"Yes",67,"R","No","adventure","action",NA,"SimonWest","NuImage,MillenniumFilms","No",103,2012-08-17,"2012","summer","Yes"
"Screwed",36,"No",28,"G","Yes","drama",NA,NA,"RegTraviss","ScrewedFilm","No",110,2016-08-10,"2016","summer",""
"Savages",50,"No",54,"R","No","crime","drama","mysteryandthriller","OliverStone","MoritzBorman","No",130,2012-07-06,"2012","summer","Yes"
"They Call It Myanmar: Lifting The Curtain",100,"Yes",72,"G","Yes","documentary",NA,NA,"RobertH.Lieberman","PhotoSynthesisProductions",NA,70,2016-08-11,"2016","summer",""
"The Day He Arrives",90,"Yes",68,"G","Yes","drama",NA,NA,"HongSang-Soo","KimKyoung-hee","Yes",79,2012-04-20,"2012","spring","No"
"Khodorkovsky",90,"Yes",71,"G","Yes","biography","drama","documentary","CyrilTuschi","LaLaFilms!,LEVisionFilm-undFernsehproduktion,BayerischerRundfunk",NA,111,2011-11-30,"2011","autumn","No"
"Corpo Celeste",83,"Yes",44,"G","Yes","drama",NA,NA,"AliceRohrwacher","RaiCinema","Yes",100,2016-10-17,"2016","autumn",""
"Natural Selection",74,"Yes",68,"R","No","comedy",NA,NA,"RobbiePickering","BestMedicineProductions","Yes",90,2012-03-16,"2012","winter","No"
"Vamps",56,"No",33,"PG-13","No","horror","comedy",NA,"AmyHeckerling","RedHourFilms","Yes",93,2012-11-09,"2012","autumn","No"
"Last Call At The Oasis",81,"Yes",88,"PG-13","No","documentary",NA,NA,"JessicaYu","ParticipantMedia",NA,105,2012-05-04,"2012","spring","No"
"A Burning Hot Summer",55,"No",22,"G","Yes","drama",NA,NA,"PhilippeGarrel","ConchitaAiroldi,GiorgioMagliulo,Pierre-AlainMeier,EdouardWeil","No",95,2016-03-29,"2016","spring",""
"The Watch",17,"No",39,"R","No","scifi","comedy",NA,"AkivaSchaffer","21LapsEntertainment","No",101,2012-07-27,"2012","summer","Yes"
"Dark Horse",70,"Yes",41,"G","Yes","drama",NA,NA,"ToddSolondz","DoubleHopeFilms","Yes",85,2016-08-10,"2016","summer",""
"The Island President",98,"Yes",77,"PG","No","documentary",NA,NA,"JonShenk","ITVS(IndependentTelevisionS,ActualFilms",NA,101,2012-03-28,"2012","spring","No"
"Lawless",66,"Yes",74,"R","No","crime","drama",NA,"JohnHillcoat","AnnapurnaPictures,BlumhansonallenFilms,DouglasWick/LucyFisher","No",115,2012-08-29,"2012","summer","Yes"
"Barfi!",86,"Yes",86,"G","Yes","adventure","drama","comedy","AnuragBasu","RonnieScrewvala,SiddharthRoyKapur","Yes",150,2012-09-14,"2012","summer","No"
"The Queen Of Versailles",95,"Yes",73,"PG","No","documentary",NA,NA,"LaurenGreenfield","DanielleRenfrewBehrens,LaurenGreenfield","Yes",100,2016-10-04,"2016","autumn",""
"2 Days In New York",66,"Yes",42,"R","No","comedy",NA,NA,"JulieDelpy","PolarisProductions,Saga","No",95,2012-08-10,"2012","summer","No"
"Comes A Bright Day",38,"No",34,"G","Yes","romance",NA,NA,"SimonAboud",NA,"Yes",95,2017-04-10,"2017","spring",""
"Bringing Up Bobby",17,"No",34,"G","Yes","comedy",NA,NA,"ChrisStaron","GlowingNose","Yes",93,2017-05-09,"2017","spring",""
"English Vinglish",80,"Yes",83,"G","Yes","drama",NA,NA,"GauriShinde","ErosInternationalFilmProductions,Lola'sProductions","Yes",133,2016-11-30,"2016","autumn",""
"Nitro Circus: The Movie 3D",6,"No",62,"PG-13","No","comedy",NA,NA,"GreggGodfrey,JeremyRawle","GodfreyEntertainment",NA,85,2012-08-08,"2012","summer","Yes"
"Painted Skin: The Resurrection",83,"Yes",56,"G","Yes","mysteryandthriller",NA,NA,"Wuershan","Guo-FuChen",NA,131,2016-08-10,"2016","summer",""
"Big Foot: The Lost Coast Tapes",57,"No",29,"G","Yes","horror","mysteryandthriller",NA,"CoreyGrant","NewBreedEntertainment","No",87,2016-11-30,"2016","autumn",""
"The Zen Of Bennett",67,"Yes",70,"G","Yes","documentary",NA,NA,"UnjooMoon","DannyBennett,JenniferLebeau",NA,87,2012-10-24,"2012","autumn","No"
"Long Day's Journey Into Night",94,"Yes",86,"G","Yes","drama",NA,NA,"SidneyLumet","FirstCompany",NA,174,2018-11-06,"2018","autumn",""
"House Of Dark Shadows",43,"No",70,"PG","No","horror",NA,NA,"DanCurtis","MetroGoldwynMayer",NA,98,2008-01-01,"2008","winter",""
"Gerrymandering",40,"No",46,"G","Yes","documentary",NA,NA,"JeffReichert",NA,NA,81,2010-10-15,"2010","autumn","No"
"Fanny, Annie & Danny",67,"Yes",83,"G","Yes","drama",NA,NA,"ChrisBrown","MorganSchmidt-Feng","Yes",82,2017-05-22,"2017","spring",""
"Abraham Lincoln: Vampire Hunter",34,"No",50,"R","No","horror","action","mysteryandthriller","TimurBekmambetov","Burton/Bekmambetov/Lemley","No",105,2012-06-22,"2012","spring","Yes"
"The Ballad Of Genesis And Lady Jaye",67,"Yes",53,"G","Yes","documentary",NA,NA,"MarieLosier","SteveHolmgren,MarieLosier",NA,72,2012-03-08,"2012","winter","No"
"The Miners' Hymns",100,"Yes",100,"G","Yes","drama","documentary",NA,"BillMorrison","DavidMetcalfe",NA,302,2017-04-11,"2017","spring",""
"Wild Horse, Wild Ride",81,"Yes",84,"PG","No","documentary","western",NA,"AlexDawson,GregGricus","FishCreekFilms",NA,106,2012-08-24,"2012","summer","No"
"Magic Mike",79,"Yes",60,"R","No","drama","comedy",NA,"StevenSoderbergh","Extension765,IronHorseEntertainment","No",110,2012-06-29,"2012","summer","Yes"
"Elena",94,"Yes",73,"G","Yes","drama",NA,NA,"AndreyZvyagintsev","Non-StopProductions","No",109,2016-10-12,"2016","autumn",""
"I Wish",93,"Yes",84,"PG","No","drama","comedy",NA,"HirokazuKoreeda","BandaiVisualCompany,EastJapanMarketing&CommunicationsInc,ChugokuBroadcasting(RCC)","Yes",128,2016-08-10,"2016","summer",""
"Polisse",87,"Yes",78,"G","Yes","crime","drama",NA,"Maïwenn","Chaocorp,Shortcom,ArteFrance,MarsFilms,LesProductionsduTrésor,Cofinova7,WildBunch,Soficinéma7,Canal+,arteFranceCinéma,SoficaManon,CinéCinéma","No",127,2012-05-18,"2012","spring","No"
"Your Sister's Sister",83,"Yes",66,"R","No","drama","comedy","romance","LynnShelton","AdaFilms","Yes",90,2012-06-15,"2012","spring","No"
"A Man's Story",33,"No",41,"G","Yes","documentary",NA,NA,"VaronBonicos","AlastairClark,RachelRobey",NA,98,2016-03-22,"2016","spring",""
"360",20,"No",32,"R","No","drama",NA,NA,"FernandoMeirelles","MuseProductions,WildBunch,BBCFilms,UnisonFilms,UKFilmCouncil,O2Filmes","No",113,2012-08-03,"2012","summer","No"
"Trishna",63,"Yes",52,"R","No","drama","romance",NA,"MichaelWinterbottom","HeadGearFilms,UKFilmCouncil","Yes",117,2012-07-13,"2012","summer","No"
"First Position",93,"Yes",84,"G","Yes","documentary",NA,NA,"BessKargman","BessKargman",NA,90,2012-05-04,"2012","spring","No"
"Americano",53,"No",27,"G","Yes","drama",NA,NA,"MathieuDemy","MathieuDemy,AngelineMassoni","Yes",105,2012-06-15,"2012","spring","No"
"The Cup",28,"No",46,"PG","No","drama",NA,NA,"SimonWincer","FilmVictoria,ScreenAustralia,IngeniousBroadcasting","No",96,2012-05-11,"2012","spring","No"
"Hollywood To Dollywood",67,"Yes",57,"G","Yes","documentary",NA,NA,"JohnLavin","MichaelBowen,GaryLane,LarryLane",NA,81,2012-11-06,"2012","autumn",""
"The Campaign",66,"Yes",51,"R","No","comedy",NA,NA,"JayRoach","GarySanchezProductions,EverymanPictures","No",85,2012-08-10,"2012","summer","Yes"
"Safety Not Guaranteed",91,"Yes",80,"R","No","comedy",NA,NA,"ColinTrevorrow","BigBeach","No",84,2012-06-08,"2012","spring","No"
"The Pact",66,"Yes",41,"R","No","horror","mysteryandthriller",NA,"NicholasMcCarthy","PreferredContent","Yes",89,2012-07-06,"2012","summer","No"
"Madea's Witness Protection",19,"No",66,"PG-13","No","comedy",NA,NA,"TylerPerry","TylerPerryStudios,LionsgateFilms","Yes",114,2012-06-29,"2012","summer","Yes"
"Ruby Sparks",79,"Yes",75,"R","No","fantasy","romance",NA,"JonathanDayton,ValerieFaris","BonaFideProductions","No",104,2012-07-25,"2012","summer","No"
"Booker's Place: A Mississippi Story",100,"Yes",85,"G","Yes","history","drama","documentary","RaymondDeFelitta","EyePatchProductions,HangoverLoungeInc.",NA,90,2012-04-25,"2012","spring","No"
"Dinotasia",25,"No",46,"G","Yes","documentary",NA,NA,"DavidKretz,ErikNelson","ErikNelson","Yes",83,2016-12-05,"2016","autumn",""
"High Ground",100,"Yes",74,"G","Yes","documentary",NA,NA,"MichaelBrown","StoneCirclePictures","No",91,2012-11-02,"2012","autumn","No"
"Fire With Fire",7,"No",36,"R","No","action","crime","drama","DavidBarrett","GrindstoneEntertainmentGroup","No",97,2014-05-08,"2014","spring",""
"Craigslist Joe",33,"No",64,"G","Yes","adventure","documentary",NA,"JosephGarner","CLJFilms",NA,90,2016-11-30,"2016","autumn",""
"Outpost: Black Sun",20,"No",15,"G","Yes","horror","action",NA,"SteveBarker","BlackCamelPictures","No",98,2017-05-22,"2017","spring",""
"The Sterile Cuckoo (Pookie)",88,"Yes",64,"PG","No","drama","comedy",NA,"AlanJ.Pakula","Paramount","No",108,2017-01-13,"2017","winter",""
"Letter From An Unknown Woman",100,"Yes",86,"G","Yes","romance",NA,NA,"MaxOphuls","UniversalInternationalPictures","No",90,2017-03-10,"2017","winter",""
"Red Dust",100,"Yes",78,"G","Yes","romance",NA,NA,"VictorFleming","TomsonFilms",NA,83,2013-11-27,"2013","autumn",""
"Lili",100,"Yes",81,"G","Yes","musical","romance",NA,"CharlesWalters","MetroGoldwynMayer,Loew'sInc.",NA,81,2016-06-28,"2016","summer",""
"Last Ride",93,"Yes",65,"G","Yes","drama",NA,NA,"GlendynIvin","AustralianFilmFinanceCorporation,FilmVictoria","No",100,2012-06-29,"2012","summer","No"
"Semper Fi: Always Faithful",100,"Yes",92,"G","Yes","documentary",NA,NA,"TonyHardmon,RachelLibert","JeddWider,ToddWider",NA,75,2017-03-08,"2017","winter",""
"That's My Boy",20,"No",51,"R","No","comedy",NA,NA,"SeanAnders","HappyMadisonProductions","No",116,2012-06-15,"2012","spring","Yes"
"Madagascar 3: Europe's Most Wanted",78,"Yes",72,"PG","No","adventure","kidsandfamily","animation","EricDarnell,TomMcGrath,ConradVernon","PDI,DreamWorks","No",85,2012-06-08,"2012","spring","Yes"
"The Tortured",6,"No",35,"R","No","mysteryandthriller",NA,NA,"RobertLieberman","MarkBurg","No",79,2012-06-15,"2012","spring","No"
"Nobody Else But You",83,"Yes",67,"G","Yes","crime","drama",NA,"GeraldHustasche-Mathieu","CinéCinéma,Procirep,LaBanquePostaleImage3,FranceTélévision,RégionFranche-Comté,Angoa-Agicoa,France2Cinéma,RégionIle-de-France,Dharamsala,Soficinéma6,MEDIAProgrammeoftheEuropeanUnion,CentrenationaldelaCinématographie,Canal+","No",103,2016-10-18,"2016","autumn",""
"Restless City",45,"No",26,"R","No","drama",NA,NA,"AndrewDosunmu",NA,"No",80,2012-04-27,"2012","spring","No"
"Prometheus",73,"Yes",68,"R","No","scifi","mysteryandthriller","horror","RidleyScott","ScottFreeProductions,BrandywineProductions","No",123,2012-06-08,"2012","spring","Yes"
"The Raven",22,"No",46,"R","No","mysteryandthriller",NA,NA,"JamesMcTeigue","PioneerPictures,IntrepidPictures,GalavisFilm,FilmNationEntertainment,RelativityMedia","No",111,2012-04-27,"2012","spring","Yes"
"Moonrise Kingdom",94,"Yes",86,"PG-13","No","drama","comedy","romance","WesAnderson","IndianPaintbrush,AmericanEmpiricalPictures","No",94,2012-06-29,"2012","summer","Yes"
"The Forgiveness Of Blood",84,"Yes",72,"G","Yes","drama",NA,NA,"JoshuaMarston","Fandango","No",109,2012-02-24,"2012","winter","No"
"Chely Wright: Wish Me Away",92,"Yes",85,"G","Yes","documentary",NA,NA,"BobbieBirleffi,BeverlyKopf","FirstRunFeatures",NA,96,2016-08-11,"2016","summer",""
"Take This Waltz",79,"Yes",58,"R","No","drama",NA,NA,"SarahPolley","HaroldGreenbergFund","Yes",116,2012-06-29,"2012","summer","No"
